DESCRIPTION                            NUMBER UNIT  I/P    O/P    E/R    S/B    OPEN  CPT,,,,,,,,,,,,,
MISC ITEM ADMITTING,,,/,,999909 EA,0.00,0.00,0.00,0.00,0.00,,,
MISC ITEM HUMAN RESOURCES,,,/,,999916 EA,0.00,0.00,0.00,0.00,0.00,,,
MISC ITEM MARKETING,,,/,,999919 EA,0.00,0.00,0.00,0.00,0.00,,,
MISC ITEM QA,,,/,,999946 EA,0.00,0.00,0.00,0.00,0.00,,,
MISC ITEM SOCIAL SERVICES,,,/,,999951 EA,0.00,0.00,0.00,0.00,0.00,,,
CONCURRENT MEDICATION THERAPY,,,/,,1003001,45.00,45.00,45.00,45.00,.00 96368,,,
IV PUSH INIT,,,/,,1003002 EA,48.00,48.00,48.00,48.00,.00 96374,,,
IV PUSH NEW DRUG,,,/,,1003003 EA,48.00,48.00,48.00,48.00,.00 96375,,,
IM/SQ INJECTION,,,/,,1003004 EA,32.00,32.00,32.00,32.00,.00 96372,,,
BLOOD PATCH,,,/,,1003005,0.00,0.00,0.00,0.00,.00 62273,,,
FOLEY CATH INSERTION SIMPLE,,,/,,1003006,0.00,0.00,0.00,0.00,.00 51702,,,
PICC LINE INSERTION,,,/,,1003007 EA,1161.00,1161.00,1161.00,0.00,.00 36569,,,
PORT A CATH DECLOTTING,,,/,,1003008,0.00,0.00,0.00,0.00,.00 36593,,,
VENIPUNCTURE BY NURSE,,,/,,1003009,0.00,0.00,0.00,0.00,.00 36415,,,
THERAPEUTIC PHLEBOTOMY,,,/,,1003010,190.00,190.00,190.00,190.00,.00 99195,,,
"IRRIGATION OF IMPLANTED ""VAD""",,,/,,1003011 EA,189.25,189.25,189.25,189.25,.00 96523,,,
MSU OBSV CARE INITIAL HOUR,,,/,,1003020 EA,0.00,0.00,0.00,0.00,.00 99218,,,
MSU OBSV CARE HOURLY,,,/,,1003021 EA,0.00,0.00,0.00,0.00,.00 G0378,,,
TRANSFUSION,,,/,,1003041 EA,0.00,0.00,0.00,0.00,.00 36430,,,
IV HYDR ADD HR,,,/,,1003043 EA,13.00,13.00,13.00,13.00,.00 96361,,,
MED IVPB 1ST HR,,,/,,1003079 EA,178.50,178.50,178.50,178.50,.00 96365,,,
MED IVPB ADD HR,,,/,,1003080 EA,60.00,60.00,60.00,60.00,.00 96366,,,
IV HYDR 1ST HOUR,,,/,,1003419 EA,275.00,275.00,275.00,275.00,.00 96360,,,
CHEMOTHERAPY INFUSION,,,/,,1003420 EA,0.00,0.00,0.00,0.00,.00 96413,,,
CHEMO THERAPY SQ/IM,,,/,,1003421 EA,0.00,0.00,0.00,0.00,.00 96401,,,
IV PUSH ADDTNL SEQ DRUG,,,/,,1003422 EA,0.00,0.00,0.00,45.00,.00 96376,,,
NURSING PROCEDURE,,,/,,1003436 EA,0.00,0.00,0.00,0.00,0.00,,,
MED IVPB NEW DRUG,,,/,,1006367 EA,60.00,60.00,60.00,60.00,.00 96367,,,
IV PUSH SAME DRUG,,,/,,1006376 EA,48.00,48.00,48.00,48.00,.00 96376,,,
SODIUM CHL 0.45% + 20MEQ KCL IV 1000ML,,,/IV,,1200001 EA,64.00,0.00,0.00,0.00,0.00,,,
MAG/ALUM/SIMETH 1200/1200/120MG 30ML SOL/SOLN,,,,,1200002 EA,8.00,0.00,0.00,0.00,0.00,,,
IPRATROPIUM/ALBUTEROL INHALER       /INH,,,,,1200003 EA,318.00,0.00,0.00,0.00,.00 J7620,,,
ACETAMINOPHEN 80MG/0.8ML SOL (15ML)   /SOL,,,,,1200004 EA,21.00,0.00,0.00,0.00,0.00,,,
ACETAMINOPHEN 80MG/0.8ML LIQ       /LIQ,,,,,1200005 EA,12.00,0.00,0.00,0.00,0.00,,,
PHENYLEPHRINE OPHTH SOL 10%        /SOL,,,,,1200006 EA,163.00,0.00,0.00,0.00,0.00,,,
BENZOCAINE/MENTHOL 15/4MG LOZENGE    /LOZ,,,,,1200007 EA,6.00,0.00,0.00,0.00,0.00,,,
BUDESONIDE INH 90MCG            /INH,,,,,1200008 EA,300.00,0.00,0.00,0.00,0.00,,,
CYCLOPENTOLATE 2% OPHTH SOL 2ML     /OPHTHALMIC,,,,,1200009 EA,114.00,0.00,0.00,0.00,0.00,,,
CLOTRIMAZOLE (MONISTAT) VAG CRM 1%    /CREAM,,,,,1200010 EA,32.00,0.00,0.00,0.00,0.00,,,
HYDROMORPHONE 50MG/5ML INJ        /VIAL,,,,,1200011 EA,60.00,0.00,0.00,0.00,.00 J1170,,,
ISOPEOTERENOL 1:5000 INJ 5ML       /INJ,,,,,1200012 EA,171.00,0.00,0.00,0.00,0.00,,,
KETOROLAC 10MG TAB             /TABLET,,,,,1200013 EA,6.00,0.00,0.00,0.00,.00 J3490,,,
LIDOCAINE 1% PF INJ 50MG/5ML       /AMPULE,,,,,1200014 EA,29.00,0.00,0.00,0.00,.00 J3490,,,
MORPHINE 20MG/ML SOLN           /SOLN,,,,,1200015 EA,11.00,0.00,0.00,0.00,.00 J2270,,,
NYSTATIN PDR 60GM              /POWDER,,,,,1200016 EA,312.00,0.00,0.00,0.00,0.00,,,
SODIUM BICARBONATE 8.4% 50MEQ/50ML INJ /VIAL,,,,,1200017 EA,29.00,0.00,0.00,0.00,.00 J3490,,,
THROMBIN 5000 UNITS             /TOP,,,,,1200018 EA,316.00,316.00,0.00,0.00,0.00,,,
DESCRIPTION                            NUMBER UNIT  I/P    O/P    E/R    S/B    OPEN  CPT,,,,,,,,,,,,,
AMINO ACIDS 10% 1000ML,,,/IV,,1200019 EA,98.00,0.00,0.00,0.00,0.00,,,
TRIAMCINOLONE 0.1% CREAM 80GM,,,/CREAM,,1200020 EA,56.00,0.00,0.00,0.00,0.00,,,
WITCH HAZEL AER/GLYCER PDS,,,/TOP,,1200021 EA,14.00,0.00,0.00,0.00,0.00,,,
DAPTOMYCIN / NS IVPB: 500MG/50ML,,,/VIAL,,1200022 EA,842.00,842.00,842.00,0.00,.00 J0878,,,
PHARMACY MISC,,,/,,1200023 EA,6.00,0.00,0.00,0.00,0.00,,,
PATIENT OWN MED,,,/,,1200024 EA,6.00,0.00,0.00,0.00,0.00,,,
ROCEPHIN 1GM / NS IVPB : 1GM/50ML,,,/,,1200025 EA,0.00,0.00,0.00,0.00,.00 J3490,,,
PROLIA (DENOSUMAB) 60MG/1ML INJ,,,/SOLUTION,,1200026 EA,4797.00,4797.00,4797.00,0.00,.00 J0897,,,
VANCOMYCIN 1GM / NS IVPB : 1GM/250ML,,,/,,1200027 EA,71.00,0.00,0.00,0.00,.00 J3490,,,
ZOSYN / NS IVPB : 3.375GM / 100ML,,,/VIAL,,1200028 EA,122.00,0.00,0.00,0.00,.00 J2543,,,
TICARCILLIN/CLAV 3.1GM /100 ML PREMIX,,,/BAG,,1200029 EA,79.00,0.00,0.00,0.00,.00 J3490,,,
MORPHINE PCA : 50MG/50ML NS,,,/SYRINGE,,1200030 EA,110.00,0.00,0.00,0.00,.00 J2271,,,
MEMANTINE 5 MG TABLET,,,/TABLET,,1200031 EA,0.00,0.00,0.00,0.00,0.00,,,
PENICILLIN 500MG TAB,,,/TAB,,1200032 EA,6.00,0.00,0.00,0.00,0.00,,,
WARFARIN SODIUM 5MG TAB,,,/TABLET,,1200033 EA,8.00,0.00,0.00,0.00,0.00,,,
WARFARIN SODIUM 1MG TAB,,,/TABLET,,1200035 EA,6.00,0.00,0.00,0.00,0.00,,,
ACYCLOVIR 200MG CAP,,,/CAPSULE,,1200036 EA,6.00,0.00,0.00,0.00,0.00,,,
SIMVASTATIN 10MG TAB,,,/TABLET,,1200037 EA,6.00,0.00,0.00,0.00,0.00,,,
TERAZOSIN 1MG TAB,,,/TAB,,1200038 EA,9.00,0.00,0.00,0.00,0.00,,,
MECLIZINE 25MG TAB,,,/TABLET,,1200039 EA,28.00,0.00,0.00,0.00,0.00,,,
LANTUS INSULIN SOLO 100 U-ML 3ML,,,/1 EA,,1200040 EA,158.00,0.00,0.00,0.00,.00 J1815,,,
GUAIFENESIN/CODEINE 100/10MG 5ML SOL,,,/10ML UD,,1200041 EA,8.00,0.00,0.00,0.00,0.00,,,
FERAHEME 30MG / ML IV SOLUTION,,,/VIAL,,1200042 EA,1931.05,1931.05,0.00,0.00,.00 Q0138,,,
LISPRO INSULIN 1UNIT/0.01ML INJ UD,,,/1 UNIT,,1200043 EA,10.00,0.00,0.00,0.00,.00 J1815,,,
INSULIN NPH 1UNIT/0.01ML INJ UD,,,/1 UNIT,,1200044 EA,10.00,0.00,0.00,0.00,.00 J1815,,,
INSULIN REGULAR VIAL 100 UNITS INJ,,,/1 UNIT,,1200045 EA,172.00,0.00,0.00,0.00,.00 J1815,,,
INSULIN HUM/NPH 70/30 INJ 1U/0.01ML UD,,,/1 UNIT,,1200046 EA,10.00,0.00,0.00,0.00,.00 J1815,,,
OCTREOTIDE INJ 100MCG/1ML,,,/VIAL,,1200047 EA,59.90,59.90,59.90,0.00,.00 J2354,,,
BISACODYL 5MG TABLET,,,/1 TABLET,,1200048 EA,6.00,0.00,0.00,0.00,0.00,,,
MITOMYCIN 5MG VIAL,,,/POWDER FOR SOLU,,1200049 EA,432.00,432.00,432.00,0.00,.00 J9280,,,
ASPIRIN 325MG TAB,,,/TABLET,,1200050 EA,6.00,0.00,0.00,0.00,0.00,,,
ERYTHROMYCIN 250MG TAB,,,/TABLET,,1200051 EA,6.00,0.00,0.00,0.00,0.00,,,
PAMIDRONATE (AREDIA) 30MG,,,/POWDER FOR SOLU,,1200052 EA,98.00,98.00,98.00,0.00,.00 J2430,,,
CELECOXIB 100MG CAP,,,/CAPSULE,,1200053 EA,15.00,0.00,0.00,0.00,0.00,,,
METOPROLOL 5MG/5ML INJ,,,/AMPULE,,1200054 EA,29.00,0.00,0.00,0.00,.00 J3490,,,
PHYTONADIONE 10MG/ML INJ,,,/AMPULE,,1200055 EA,58.00,58.00,58.00,0.00,.00 J3430,,,
NULYTELY SOLN,,,/POWDER,,1200056 EA,61.00,0.00,0.00,0.00,0.00,,,
GLUCAGON 1MG,,,/VIAL,,1200057 EA,484.00,0.00,0.00,0.00,.00 J1610,,,
CARBIDOPA/LEVODOPA 25/100MG TAB,,,/TABLET,,1200058 EA,8.00,0.00,0.00,0.00,0.00,,,
DOXYCYCLINE 100MG CAP,,,/CAPSULE,,1200059 EA,6.00,0.00,0.00,0.00,0.00,,,
CALCITRIOL 0.25MCG CAP,,,/CAPSULE,,1200061 EA,8.00,0.00,0.00,0.00,0.00,,,
LOPERAMIDE 2MG CAP,,,/CAPSULE,,1200062 EA,6.00,0.00,0.00,0.00,0.00,,,
LOSARTAN 50MG TAB,,,/TAB,,1200063 EA,8.00,0.00,0.00,0.00,0.00,,,
RAMIPRIL 2.5MG CAP,,,/CAPSULE,,1200064 EA,21.00,0.00,0.00,0.00,0.00,,,
DILTIAZEM CD 180MG CAP,,,/CAPSULE,,1200065 EA,9.00,0.00,0.00,0.00,0.00,,,
ACTIVATED CHARCOAL/WATER 25GM SUSP,,,/TUBE,,1200066 EA,125.00,0.00,0.00,0.00,0.00,,,
BACITRACIN/NEOMYCIN/POLYMYXIN OINT 30GM,,,/OINTMENT,,1200067 EA,18.00,0.00,0.00,0.00,0.00,,,
HYDRALAZINE 25MG TAB,,,/TABLET,,1200068 EZ,6.00,0.00,0.00,0.00,0.00,,,
METHYLENE BLUE IV SOLUTION 10MG/1ML,,,/SOLUTION,,1200069 EA,91.00,0.00,0.00,0.00,.00 Q9968,,,
POTASSIUM ACETATE 40MEQ/20ML INJ,,,/VIAL,,1200071 EA,29.00,0.00,0.00,0.00,0.00,,,
POTASSIUM CHLORIDE 20MEQ/15ML ORAL SOL,,,/LIQUID,,1200075 EA,6.00,0.00,0.00,0.00,0.00,,,
PENTOXIFYLLINE 400MG TAB,,,/TABLET,,1200076 EA,6.00,0.00,0.00,0.00,0.00,,,
LEVETIRACETAM 500MG/5ML SOL,,,/1/EA,,1200078 EA,18.00,0.00,0.00,0.00,0.00,,,
PHENYTOIN 125MG/5ML SUSP 8OZ,,,/SUSP,,1200079 EA,132.00,0.00,0.00,0.00,0.00,,,
DESCRIPTION,,,NUMBER UNIT,,,I/P,O/P,E/R,S/B,OPEN,,CPT,
LEVETIRACETAM 250MG TAB,,,/1/EA,,1200080 EA,7.00,0.00,0.00,0.00,.00 J1953,,,
VANCOMYCIN 125MG CAPS,,,/CAPSULE,,1200081 EA,127.72,127.72,127.72,0.00,0.00,,,
TAMSULOSIN 0.4MG CAPS,,,/CAPSULE,,1200082 EA,6.00,0.00,0.00,0.00,0.00,,,
GLYCERIN ADULT SUPPOSITORY,,,/SUPPOSITORY,,1200083 EA,6.00,0.00,0.00,0.00,0.00,,,
GLYCERIN LIQ SUPP-INFANT,,,/SUPPOSITORIES,,1200084 EA,6.00,0.00,0.00,0.00,0.00,,,
NITROGLYCERIN/D5W 50MG 250ML,,,/IV,,1200085 EA,63.00,0.00,0.00,0.00,0.00,,,
FLUMAZENIL 0.5MG/5ML VL,,,/BIAL,,1200087 EA,250.00,0.00,0.00,0.00,.00 J3490,,,
EPHEDRINE 50MG/ML AMP,,,/AMPULE,,1200088 EA,29.00,0.00,0.00,0.00,.00 J3490,,,
FENTANYL RSVR 25MCG INJ AMP,,,/PATCH,,1200089 EA,40.00,0.00,0.00,0.00,0.00,,,
NEUPOGEN (FILGRASTIM) 480 MCG SYRINGE,,,/ONE SYRINGE,,1200090 EA,1922.00,0.00,0.00,0.00,.00 J1442,,,
PHENYLEPHRINE HCL 10MG/ML INJ,,,/VIAL,,1200091 EA,29.00,0.00,0.00,0.00,.00 J3490,,,
LIDOCAINE 5% OINT,,,/OINTMENT,,1200092 EA,68.00,0.00,0.00,0.00,0.00,,,
BENZTROPINE 1MG TAB,,,/TABLET,,1200093 EA,6.00,0.00,0.00,0.00,0.00,,,
HYDROXYZINE 25MG CAP,,,/CAPSULE,,1200094 EA,6.00,0.00,0.00,0.00,0.00,,,
CROTALIDAE POLYVALENT 1GM/2ML INJ,,,/VIAL,,1200095 EA,11232.00 11232.00 11232.00,,,0.00,0.00,,,
ATROPINE 0.4MG/ML INJ,,,/VIAL,,1200096 EZ,29.00,0.00,0.00,0.00,.00 J0461,,,
AMPICILLIN 1GM VIAL,,,/VIAL,,1200097 EA,29.00,0.00,0.00,0.00,.00 J0290,,,
VERAPAMIL 80MG TAB,,,/TAB,,1200098 EA,6.00,0.00,0.00,0.00,0.00,,,
MANNITOL 25% 12.5GM/50ML INJ,,,/VIAL,,1200099 EA,29.00,0.00,0.00,0.00,.00 J2150,,,
NEO/POLY/DEX OPHTH SOL 5ML,,,/OPHTHALMIC,,1200100 EA,259.00,259.00,259.00,0.00,0.00,,,
TETANUS TOXOID ADSORBED,,,/VIAL,,1200101 EA,141.00,0.00,0.00,0.00,.00 90703,,,
THYROID 1/2GR (30MG) TAB,,,/TABLET,,1200102 EA,6.00,0.00,0.00,0.00,0.00,,,
GI COCKTAIL 30ML(MYL/DONN/LIDO) SOLN,,,/SOLUTION,,1200103 EA,104.00,0.00,0.00,0.00,0.00,,,
